,Unnamed: 0,START_DATE,END_DATE
2131,1286413,2009-03-24,2009-03-24
2132,880083,1999-03-24,
2133,545557,2003-03-24,
2134,1211862,2010-03-24,2010-03-24
2135,994037,2000-03-23,
2136,1031719,1999-03-24,
2137,1690621,2013-03-24,
2138,982743,1996-03-23,
2139,722576,1995-03-24,
2140,404811,2004-03-23,
2141,361248,1996-03-23,1996-03-23
2142,553234,1998-03-24,
2143,1184533,2010-03-24,
2144,1422073,2009-03-24,
2145,1184344,2010-03-24,
2146,1353590,1995-03-24,
2147,1552758,2011-03-24,
2148,669102,2006-03-24,
2149,609837,1996-03-23,
2150,1876355,2015-03-24,
2151,1708498,2005-03-24,
2152,1591287,2012-03-23,2012-03-23
2153,286026,2007-03-24,2007-03-24
2154,523254,2007-03-24,
2155,294324,2000-03-23,2000-03-23
2156,194141,1992-03-23,1992-03-23
2157,835569,2002-03-24,
2158,1576376,2012-03-23,2012-03-23
2159,1154879,2003-03-24,2003-03-24
2160,866072,2001-03-24,
2161,1439564,1996-03-23,
2162,521131,2005-03-25,
2163,986889,2000-03-24,
2164,1775735,2014-03-25,2014-03-25
2165,1057160,2004-03-24,
2166,1150523,2007-03-25,2007-03-25
2167,1772008,2014-03-25,
2168,1415755,1996-03-24,1996-03-24
2169,1753835,2014-03-25,2014-03-25
2170,898540,2001-03-25,
2171,1236217,2000-03-24,2000-03-24
2172,418174,2003-03-25,
2173,928621,2002-03-25,
2174,831855,2001-03-25,
2175,834,2005-03-25,2005-03-25
2176,1315367,2002-03-25,2002-03-26
2177,827389,2000-03-24,
2178,821403,2007-03-25,
2179,810942,2004-03-24,
2180,990586,2000-03-24,
2181,1363946,1996-03-24,1996-03-24
2182,550484,1995-03-25,
2183,1234582,1999-03-25,
2184,1257748,2002-03-25,2002-03-25
2185,821590,2007-03-25,
2186,1459049,2011-03-25,2011-03-25
2187,562945,2003-03-25,
2188,1432946,1995-03-25,
2189,1200723,2010-03-25,
2190,628804,2006-03-25,
2191,1708624,2005-03-25,
2192,477569,2006-03-25,
2193,1746528,2014-03-25,2014-03-25
2194,1277881,1995-03-26,
2195,669294,2006-03-26,
2196,695210,1995-03-26,1995-03-26
2197,1574635,2012-03-25,2012-03-25
2198,566911,2006-03-26,
2199,1514534,2011-03-26,2011-03-26
2200,1733007,2014-03-26,2014-03-26
2201,1040942,2001-03-26,
2202,1433409,1995-03-26,
2203,433608,2004-03-25,
2204,894116,2000-03-25,
2205,135306,2000-03-25,2000-03-25
2206,1157840,2005-03-26,2005-03-26
2207,803381,2000-03-25,
2208,1363375,1996-03-25,1996-03-25
2209,1353426,2000-03-25,
2210,780745,1993-03-26,1993-03-26
2211,1541817,2010-03-26,
2212,1784525,2014-03-26,
2213,907155,1998-03-26,
2214,1286892,2009-03-26,2009-03-26
2215,1266829,2008-03-25,2008-03-25
2216,1035710,2000-03-25,
2217,567886,2006-03-26,
2218,414042,2006-03-26,
2219,1746551,2014-03-26,2014-03-26
2220,694004,1995-03-26,1995-03-26
2221,132218,2000-03-26,2000-03-26
2222,330898,2000-03-26,2000-03-26
2223,923415,2001-03-27,
2224,1570744,2012-03-26,2012-03-26
2225,949033,1999-03-27,
2226,1674208,2013-03-27,2013-03-27
2227,665119,2008-03-26,
2228,1009689,1994-03-27,
2229,1157009,2004-03-26,2004-03-26
2230,530901,2008-03-26,
2231,569265,2008-03-26,
2232,468607,2004-03-26,
2233,875297,1999-03-27,
2234,675904,2005-03-27,
2235,646091,2008-03-26,
2236,1270020,2007-03-27,2007-03-27
2237,252631,2000-03-26,2000-03-26
2238,1652281,2013-03-27,2013-03-27
2239,1591646,2012-03-26,
2240,479642,2008-03-26,
2241,481223,2006-03-27,
2242,202140,1992-03-26,1992-03-26
2243,1822415,2015-03-27,2015-03-27
2244,1754186,2014-03-27,2014-03-27
2245,881112,1999-03-27,
2246,1262501,2008-03-26,2008-03-26
2247,810084,2004-03-26,
2248,1058983,2005-03-27,2005-03-27
2249,1286650,2009-03-27,2009-03-27
2250,27550,2008-03-26,2008-03-26
2251,1240055,2000-03-26,2000-03-26
2252,1483760,2011-03-27,2011-03-27
2253,1754040,2014-03-27,2014-03-27
2254,1161555,2006-03-27,2006-03-27
2255,1038698,2000-03-26,
2256,1058606,2004-03-27,
2257,1362228,1996-03-27,1996-03-27
2258,412838,2006-03-28,
2259,1718633,2010-03-28,
2260,1347512,2001-03-28,2001-03-28
2261,1379786,1992-03-27,1992-03-27
2262,1157952,2004-03-27,2004-03-27
2263,1442729,2002-03-28,
2264,1840893,2015-03-28,2015-03-28
2265,18149,2007-03-28,2007-03-28
2266,1161584,2006-03-28,2006-03-28
2267,1598863,2012-03-27,2012-03-27
2268,628846,2006-03-28,
2269,779630,1992-03-27,1992-03-27
2270,810107,2004-03-27,
2271,1646096,2013-03-28,2013-03-28
2272,251661,2006-03-28,2006-03-28
2273,1679258,2013-03-28,2013-03-28
2274,301429,2002-03-28,2002-03-29
2275,731532,1995-03-28,1995-03-28
2276,1822560,2015-03-28,2015-03-28
2277,1057593,2004-03-27,
2278,1610383,2012-03-27,2012-03-27
2279,437342,2006-03-28,
2280,301700,2003-03-28,2003-03-28
2281,440799,2006-03-28,
2282,1211147,2010-03-28,2010-03-28
2283,1320500,1999-03-28,1999-03-28
2284,800558,1998-03-28,
2285,1745767,2014-03-28,
2286,313214,2007-03-28,2007-03-29
2287,1365229,2010-03-28,
2288,448424,2007-03-28,
2289,797279,1994-03-28,1994-03-28
2290,1184407,2010-03-28,
2291,530963,2008-03-27,
2292,586260,2004-03-27,
2293,690954,1992-03-27,1992-03-27
2294,199279,1994-03-28,1994-03-28
2295,1841010,2015-03-28,2015-03-29
2296,814862,2005-03-28,
2297,896881,2002-03-28,
2298,1798823,2015-03-28,2015-03-28
2299,1834484,2015-03-28,2015-03-28
2300,337938,2005-03-28,2005-03-28
2301,570819,2007-03-28,
2302,1476475,2011-03-28,2011-03-28
2303,1591284,2012-03-27,2012-03-27
2304,1618697,2012-03-28,2012-03-28
2305,1154919,2003-03-29,2003-03-29
2306,397682,2007-03-29,
2307,883226,1999-03-29,
2308,318400,2001-03-29,2001-03-29
2309,777021,1993-03-29,1993-03-29
2310,1023598,1997-03-29,
2311,269539,2003-03-29,2003-03-29
2312,979558,1992-03-28,
2313,428669,2004-03-28,
2314,1304707,2007-03-29,2007-03-29
2315,1857061,2015-03-29,2015-03-29
2316,1864598,2005-03-29,
2317,1038470,2000-03-28,
2318,976984,1997-03-29,
2319,345191,2008-03-28,2008-03-29
2320,1109784,2009-03-29,
2321,746049,1992-03-28,1992-03-28
2322,1306874,2006-03-29,2006-03-29
2323,408213,2009-03-29,
2324,1237750,2000-03-28,2000-03-28
2325,1387171,1997-03-29,1997-03-29
2326,860873,1998-03-29,
2327,462298,1994-03-29,
2328,429958,2004-03-28,
2329,1078556,2010-03-29,
2330,486477,2003-03-29,
2331,789791,1997-03-29,
2332,1822633,2015-03-29,2015-03-29
2333,1056817,2004-03-28,
2334,747975,1992-03-28,1992-03-28
2335,900929,1997-03-29,
2336,1636506,2013-03-29,2013-03-29
2337,1084474,2008-03-28,
2338,1240695,2000-03-28,2000-03-28
2339,1476575,2011-03-29,2011-03-29
2340,1386471,1992-03-28,1992-03-28
2341,10658,2006-03-30,2006-03-30
2342,526170,2007-03-30,
2343,1297809,2008-03-29,2008-03-29
2344,948768,1999-03-30,
2345,1784727,2014-03-30,
2346,483898,2007-03-30,
2347,1841036,2015-03-30,2015-03-30
2348,1762554,2014-03-30,
2349,822744,2007-03-30,
2350,800324,1998-03-30,
2351,1676115,2013-03-30,2013-03-30
2352,521806,2005-03-30,
2353,440612,2006-03-30,
2354,1533525,2009-03-30,
2355,34820,2009-03-30,2009-03-30
2356,422240,2005-03-30,
2357,1424646,2010-03-30,
2358,1675895,2013-03-30,2013-03-30
2359,760959,1994-03-30,
2360,978909,1999-03-30,
2361,1784063,2014-03-30,
2362,1374720,1993-03-30,1993-03-30
2363,956067,1998-03-30,
2364,1609726,2012-03-29,2012-03-29
2365,1709020,2005-03-30,
2366,570488,2006-03-30,
2367,768482,1995-03-30,
2368,1822727,2015-03-30,2015-03-30
2369,1393065,1997-03-30,1997-03-30
2370,408029,2009-03-30,
2371,1303495,2007-03-30,2007-03-30
2372,1688892,2013-03-30,2013-03-30
